transaction_date,transaction_barcode,item_number,description,description2,combined_description,item_unit_price
2023-09-18,21123600801862309181513,595006,TZATZIKI DIP,12/32 OZ   7T6H   SL50,TZATZIKI DIP 12/32 OZ   7T6H   SL50,7.89
2023-09-18,21123600801862309181513,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.99
2023-09-18,21123600801862309181513,1742835,**KS TOWEL**,P20/P40/P54 NO INNER POLY,**KS TOWEL** P20/P40/P54 NO INNER POLY,19.49
2023-09-18,21123600801862309181513,737160,KIMCHI,6/42.3 OZ   10T8H   SL75,KIMCHI 6/42.3 OZ   10T8H   SL75,7.49
2023-09-18,21123600801862309181513,568915,ORG CUCUMBER,,,5.99
2023-09-18,21123600801862309181513,1142830,ORG MEDITERR,,,8.49
2023-09-18,21123600801862309181513,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.49
2023-09-18,21123600801862309181513,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,5.99
2023-09-18,21123600801862309181513,1068080,PASTURE EGGS,2DZ GRADE A P360/300 SL22,PASTURE EGGS 2DZ GRADE A P360/300 SL22,8.99
2023-09-18,21123600801862309181513,21046,TOMATO MEDLE,,,6.59
2023-09-18,21123600801862309181513,8297,MEX STR CORN,2PK,MEX STR CORN 2PK,7.99
2023-09-18,21123600801862309181513,1636598,**CHARMIN**,30/205 SHEET,**CHARMIN** 30/205 SHEET,26.49
2023-09-18,21123600801862309181513,1634440,MIX BOUQUET,,,16.99
2023-09-18,21123600801862309181513,43221,ATL COD,FILLET,ATL COD FILLET,9.99
2023-09-18,21123600801862309181513,106173,CHKN SAUSAGE,12/3 LBS    9T5H    SL90,CHKN SAUSAGE 12/3 LBS    9T5H    SL90,14.99
2023-09-18,21123600801862309181513,983491,CRUNCHY BUTR,CRUNCHY TX480  P600 SL365,CRUNCHY BUTR CRUNCHY TX480  P600 SL365,14.99
2023-09-18,21123600801862309181513,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,5.99
2023-09-18,21123600801862309181513,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2023-05-31,21133400802222305311532,2585,HYDRO STRAW,2LB / 907 G,HYDRO STRAW 2LB / 907 G,7.49
2023-05-31,21133400802222305311532,519638,ORG BLUES,510 G / 18 OZ,ORG BLUES 510 G / 18 OZ,6.99
2023-05-31,21133400802222305311532,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2023-05-31,21133400802222305311532,218177,UTZ 48CT,P36 T9X4 SL84,UTZ 48CT P36 T9X4 SL84,15.99
2023-05-31,21133400802222305311532,545345,KS PISTACHIO,C13T6H4 P312 SL300,KS PISTACHIO C13T6H4 P312 SL300,15.79
2023-05-31,21133400802222305311532,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.49
2023-05-31,21133400802222305311532,21046,TOMATO MEDLE,,,6.69
2023-05-31,21133400802222305311532,1627770,CLASSIC BLUE,P48 T12H4 SL50,CLASSIC BLUE P48 T12H4 SL50,19.99
2023-05-31,21133400802222305311532,260509,POLYO STRCHZ,10/48Z P450 T9H5     SL45,POLYO STRCHZ 10/48Z P450 T9H5     SL45,11.49
2023-05-31,21133400802222305311532,421793,KS STRAWPRES,STRAWBERRY  SL270    P576,KS STRAWPRES STRAWBERRY  SL270    P576,7.99
2023-05-31,21133400802222305311532,13014,HADDOCK,FILLET,HADDOCK FILLET,9.99
2023-05-31,21133400802222305311532,473505,A&E VARIETY,100% JCE VRTY SL12M P98,A&E VARIETY 100% JCE VRTY SL12M P98,11.89
2023-05-31,21133400802222305311532,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,6.29
2023-05-31,21133400802222305311532,1461056,BABY CUKE,,,5.99
2023-05-31,21133400802222305311532,19808,SMOKD SALMON,30/16 OZ SL=28 T7X7,SMOKD SALMON 30/16 OZ SL=28 T7X7,17.49
2023-05-31,21133400802222305311532,4102,"8"" TORTILLAS",SL10  70OZ,"8"" TORTILLAS SL10  70OZ",5.99
2023-05-31,21133400802222305311532,8789,PINEAPPLE,EACH,PINEAPPLE EACH,2.99
2023-05-31,21133400802222305311532,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2023-05-31,21133400802222305311532,1142830,ORG MEDITERR,,,8.49
2023-05-31,21133400802222305311532,1342708,LA COLM VRTY,P168,LA COLM VRTY P168,18.49
2023-05-31,21133400802222305311532,302430,/1342708,,,0
2023-05-31,21133400802222305311532,45694,BAGUETTE,2 PACK,BAGUETTE 2 PACK,5.99
2023-05-31,21133400802222305311532,1060788,PRETZEL CRSP,P176 T44H4 SL210,PRETZEL CRSP P176 T44H4 SL210,8.79
2023-05-31,21133400802222305311532,302484,/1060788,,,0
2023-05-31,21133400802222305311532,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,12.69
2023-05-31,21133400802222305311532,48600,TURKEY,1.75 RW    T10H4    SL50,TURKEY 1.75 RW    T10H4    SL50,7.99
2023-05-31,21133400802222305311532,1000155,*POLAR SELZ*,VARIETY             P80,*POLAR SELZ* VARIETY             P80,10.99
2022-09-18,21133400601752209181428,1554937,AMYLU CK SSG,12/40Z   T8H6  SL30,AMYLU CK SSG 12/40Z   T8H6  SL30,15.99
2022-09-18,21133400601752209181428,17387,"MSN FLOUR 8""",BBS SL 45 DAYS,"MSN FLOUR 8"" BBS SL 45 DAYS",4.99
2022-09-18,21133400601752209181428,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,4.29
2022-09-18,21133400601752209181428,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,5.99
2022-09-18,21133400601752209181428,1055688,PRINGLE 60CT,P52 T13H4,PRINGLE 60CT P52 T13H4,19.49
2022-09-18,21133400601752209181428,303285,FOUR CHEESE,16/2LBS SL90    T10H5,FOUR CHEESE 16/2LBS SL90    T10H5,10.39
2022-09-18,21133400601752209181428,1159595,BFGUMMYBEARS,P160 T40H4 SL 292,BFGUMMYBEARS P160 T40H4 SL 292,17.49
2022-09-18,21133400601752209181428,17767,KS COFFEE,1.36K GROUND P252,KS COFFEE 1.36K GROUND P252,15.99
2022-09-18,21133400601752209181428,21046,TOMATO MEDLE,,,6.69
2022-09-18,21133400601752209181428,27003,STRAWBERRIES,908 G / 2 LB,STRAWBERRIES 908 G / 2 LB,5.49
2022-09-18,21133400601752209181428,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.29
2022-09-18,21133400601752209181428,36494,PERCH FILLET,FILLET,PERCH FILLET FILLET,5.99
2022-09-18,21133400601752209181428,1617338,CHSE FLIGHT,8/ 20OZ SL120 T6H3,CHSE FLIGHT 8/ 20OZ SL120 T6H3,16.99
2022-09-18,21133400601752209181428,6262016,**KS BATH**,1425 SQFT   P30,**KS BATH** 1425 SQFT   P30,18.99
2022-09-18,21133400601752209181428,1671445,SY GRLC CHKN,CJ 56OZ T9H3  P162,SY GRLC CHKN CJ 56OZ T9H3  P162,14.99
2022-09-18,21133400601752209181428,527705,A&H BFSALAMI,KOSHER 2-PK   T6H8   SL70,A&H BFSALAMI KOSHER 2-PK   T6H8   SL70,12.59
2022-09-18,21133400601752209181428,1619921,SPINDRIFT,LIME/GFRUIT/LEMN,SPINDRIFT LIME/GFRUIT/LEMN,17.99
2022-09-18,21133400601752209181428,331100,POTATOES,2.27 KG / 5 LB,POTATOES 2.27 KG / 5 LB,8.29
2022-09-18,21133400601752209181428,45579,CANDY HEART,1.36 KG / 3 LB,CANDY HEART 1.36 KG / 3 LB,7.99
2024-01-22,21133400702252401221452,5850,SWEETKALEDUO,2 X 14 OZ,SWEETKALEDUO 2 X 14 OZ,6.99
2024-01-22,21133400702252401221452,1136340,ORG DIS APPL,GALA,ORG DIS APPL GALA,4.99
2024-01-22,21133400702252401221452,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,5.99
2024-01-22,21133400702252401221452,1150189,ORG SKINYPOP,T34H3 P102 SL110,ORG SKINYPOP T34H3 P102 SL110,6.99
2024-01-22,21133400702252401221452,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2024-01-22,21133400702252401221452,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.49
2024-01-22,21133400702252401221452,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2024-01-22,21133400702252401221452,47292,SOCK SALMON,FILLET PREVIOUSLY FROZEN,SOCK SALMON FILLET PREVIOUSLY FROZEN,9.99
2024-01-22,21133400702252401221452,983491,CRUNCHY BUTR,CRUNCHY TX480  P600 SL365,CRUNCHY BUTR CRUNCHY TX480  P600 SL365,14.99
2024-01-22,21133400702252401221452,1337852,SHRIMP 31/40,6T 6H P576 SL90,SHRIMP 31/40 6T 6H P576 SL90,12.49
2024-01-22,21133400702252401221452,8424,THAI CHILI,SALAD KIT 2PK,THAI CHILI SALAD KIT 2PK,7.99
2024-01-22,21133400702252401221452,21046,TOMATO MEDLE,,,6.59
2024-01-22,21133400702252401221452,568915,ORG CUCUMBER,,,5.99
2024-01-22,21133400702252401221452,45694,BAGUETTE,2 PACK,BAGUETTE 2 PACK,5.99
2024-01-22,21133400702252401221452,6995,GOLD KIWI,3 LBS,GOLD KIWI 3 LBS,10.49
2024-01-22,21133400702252401221452,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.99
2024-01-22,21133400702252401221452,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,6.99
2024-04-16,21133401002512404161421,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2024-04-16,21133401002512404161421,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.99
2024-04-16,21133401002512404161421,1060788,PRETZEL CRSP,P176 T44H4 SL210,PRETZEL CRSP P176 T44H4 SL210,8.99
2024-04-16,21133401002512404161421,1136340,3LB ORG GALA,,,4.49
2024-04-16,21133401002512404161421,21046,TOMATO MEDLE,,,6.59
2024-04-16,21133401002512404161421,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2024-04-16,21133401002512404161421,376052,KS CHOCALMND,T6H5  P360 SL292,KS CHOCALMND T6H5  P360 SL292,14.79
2024-04-16,21133401002512404161421,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.39
2024-04-16,21133401002512404161421,5850,SWEETKALEDUO,2 X 14 OZ,SWEETKALEDUO 2 X 14 OZ,6.99
2024-04-16,21133401002512404161421,861784,SWT POTATOES,,,6.49
2023-03-24,21133401100522303241037,1290439,KS NUTBUTTER,765G T10H6 P720,KS NUTBUTTER 765G T10H6 P720,6.99
2023-03-24,21133401100522303241037,1461056,BABY CUKE,,,5.99
2023-03-24,21133401100522303241037,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,12.69
2023-03-24,21133401100522303241037,1391546,BAGEL CHIPS,SCHWARTZ 425G P324 SL90,BAGEL CHIPS SCHWARTZ 425G P324 SL90,7.99
2023-03-24,21133401100522303241037,1150189,ORG SKINYPOP,T34H3 P102 SL110,ORG SKINYPOP T34H3 P102 SL110,7.49
2023-03-24,21133401100522303241037,297191,/1150189,,,0
2023-03-24,21133401100522303241037,260509,POLYO STRCHZ,10/48Z P450 T9H5     SL45,POLYO STRCHZ 10/48Z P450 T9H5     SL45,11.49
2023-03-24,21133401100522303241037,303285,FOUR CHEESE,16/2LBS SL90    T10H5,FOUR CHEESE 16/2LBS SL90    T10H5,10.49
2023-03-24,21133401100522303241037,27003,STRAWBERRIES,908 G / 2 LB,STRAWBERRIES 908 G / 2 LB,4.99
2023-03-24,21133401100522303241037,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.49
2023-03-24,21133401100522303241037,1542061,LACOLMCLDBRW,2/42OZ C6T6H3 SL60 P108,LACOLMCLDBRW 2/42OZ C6T6H3 SL60 P108,9.49
2023-03-24,21133401100522303241037,298576,/1542061,,,0
2023-03-24,21133401100522303241037,21046,TOMATO MEDLE,,,6.69
2023-03-24,21133401100522303241037,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2025-01-19,21133400800512501191054,2534,CHERRIES,907 G / 2 LB,CHERRIES 907 G / 2 LB,9.99
2025-01-19,21133400800512501191054,512599,**KS TOWEL**,P45 FQ/P20 W/US P54,**KS TOWEL** P45 FQ/P20 W/US P54,19.99
2025-01-19,21133400800512501191054,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,6.99
2025-01-19,21133400800512501191054,8370,ORG MEDITERR,2PK,ORG MEDITERR 2PK,8.99
2025-01-19,21133400800512501191054,22967,ORGNC BS THG,FRESH SADDLEPACK,ORGNC BS THG FRESH SADDLEPACK,5.99
2025-01-19,21133400800512501191054,1775302,KS PARM SSG,9/48Z T8H8 SL40 PEPP/PARM,KS PARM SSG 9/48Z T8H8 SL40 PEPP/PARM,12.59
2025-01-19,21133400800512501191054,1830455,KS BAGUETTE,,,4.99
2025-01-19,21133400800512501191054,21046,TOMATO MEDLE,,,6.59
2025-01-19,21133400800512501191054,376052,KS CHOCALMND,T6H5  P360 SL292,KS CHOCALMND T6H5  P360 SL292,18.99
2025-01-19,21133400800512501191054,5720,HH STRAW,795 G / 1.75 LB,HH STRAW 795 G / 1.75 LB,9.99
2025-01-19,21133400800512501191054,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,10.47
2025-01-19,21133400800512501191054,1068080,PASTURE EGGS,2DZ GRADE A P360/300 SL22,PASTURE EGGS 2DZ GRADE A P360/300 SL22,8.49
2025-01-19,21133400800512501191054,67072,ORANGES,3.63 KG / 8 LB,ORANGES 3.63 KG / 8 LB,8.99
2025-01-19,21133400800512501191054,6659,4LB HONYCRSP,,,9.99
2025-01-19,21133400800512501191054,595006,TZATZIKI DIP,12/32 OZ   7T6H   SL50,TZATZIKI DIP 12/32 OZ   7T6H   SL50,7.89
2025-01-19,21133400800512501191054,7552,WILD ALBACOR,SL360           P528,WILD ALBACOR SL360           P528,15.99
2023-05-15,21133401101632305151238,19808,SMOKD SALMON,30/16 OZ SL=28 T7X7,SMOKD SALMON 30/16 OZ SL=28 T7X7,16.79
2023-05-15,21133401101632305151238,29819,FLOUNDER FLT,FILLET,FLOUNDER FLT FILLET,9.99
2023-05-15,21133401101632305151238,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2023-05-15,21133401101632305151238,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,12.69
2023-05-15,21133401101632305151238,1126125,PULL-UPSPLUS,BOY/GIRL P40,PULL-UPSPLUS BOY/GIRL P40,41.99
2023-05-15,21133401101632305151238,17767,KS COFFEE,1.36K GROUND P252,KS COFFEE 1.36K GROUND P252,13.99
2023-05-15,21133401101632305151238,5720,HH STRAW,795 G / 1.75 LB,HH STRAW 795 G / 1.75 LB,9.99
2023-05-15,21133401101632305151238,460862,VAR SLICED,ANDERSON T7H10 SL90,VAR SLICED ANDERSON T7H10 SL90,9.79
2023-05-15,21133401101632305151238,96716,ORG SPINACH,453 G / 16 OZ,ORG SPINACH 453 G / 16 OZ,4.49
2023-05-15,21133401101632305151238,1632656,POPCORNERS,P48 T12H4 SL75,POPCORNERS P48 T12H4 SL75,13.99
2023-05-15,21133401101632305151238,1142830,ORG MEDITERR,,,8.49
2023-05-15,21133401101632305151238,427381,KS ORG EGGS,GRADE AA  P360/300  SL26,KS ORG EGGS GRADE AA  P360/300  SL26,7.89
2023-05-15,21133401101632305151238,1169942,GINGER BEER,12/9.3OZ          P156,GINGER BEER 12/9.3OZ          P156,15.99
2023-05-15,21133401101632305151238,864984,SUMMER PASTA,SUMMER VTY 6/1.1LB   P144,SUMMER PASTA SUMMER VTY 6/1.1LB   P144,10.69
2023-12-02,21133400702742312021429,46481,GP WINGS,SEASONED PARTY WINGS,GP WINGS SEASONED PARTY WINGS,6.49
2023-12-02,21133400702742312021429,30217,FRUITCHEESE,,,4.99
2023-12-02,21133400702742312021429,1343114,CHOC CAKE,WITH CHOCOLATE MOUSSE,CHOC CAKE WITH CHOCOLATE MOUSSE,15.99
2023-12-02,21133400702742312021429,1751095,COLORCOOKIES,WRAPPED CHRISTMAS COOKIE,COLORCOOKIES WRAPPED CHRISTMAS COOKIE,11.99
2023-12-02,21133400702742312021429,1601785,BISCOFF SNDW,31.74 OZ  P270,BISCOFF SNDW 31.74 OZ  P270,11.69
2023-12-02,21133400702742312021429,1767519,NAAN CRISPS,28 OZ  P210,NAAN CRISPS 28 OZ  P210,9.49
2023-12-02,21133400702742312021429,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,1.99
2023-12-02,21133400702742312021429,1406552,4 FRUITS,STRW+CHRY+RSPBY+CURRANT,4 FRUITS STRW+CHRY+RSPBY+CURRANT,10.99
2023-12-02,21133400702742312021429,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.99
2023-12-02,21133400702742312021429,1481558,SUNCHIPS VTY,VTY P48 T12H4,SUNCHIPS VTY VTY P48 T12H4,19.39
2023-12-02,21133400702742312021429,8258,ASIAN CASHEW,2PK,ASIAN CASHEW 2PK,6.99
2023-12-02,21133400702742312021429,1448111,SANPELL ESS,P104,SANPELL ESS P104,15.79
2023-12-02,21133400702742312021429,315712,/1448111,,,0
2023-12-02,21133400702742312021429,1767735,GRAZING MIX,P400 SL300,GRAZING MIX P400 SL300,11.99
2022-09-06,21133400900572209061057,1142830,ORG MEDITERR,,,7.99
2022-09-06,21133400900572209061057,2585,HYDRO STRAW,2LB / 907 G,HYDRO STRAW 2LB / 907 G,9.99
2022-09-06,21133400900572209061057,1126125,PULL-UPSPLUS,BOY/GIRL P40,PULL-UPSPLUS BOY/GIRL P40,41.99
2022-09-06,21133400900572209061057,568915,ORG CUCUMBER,,,5.99
2022-09-06,21133400900572209061057,427381,KS ORG EGGS,GRADE AA  P360/300  SL26,KS ORG EGGS GRADE AA  P360/300  SL26,6.99
2022-09-06,21133400900572209061057,512599,**KS TOWEL**,P24 FQ/P20,**KS TOWEL** P24 FQ/P20,18.79
2022-09-06,21133400900572209061057,1150189,ORG SKINYPOP,T34H3 P102 SL110,ORG SKINYPOP T34H3 P102 SL110,6.69
2022-09-06,21133400900572209061057,284187,/1150189,,,0
2022-09-06,21133400900572209061057,1266604,647 ITALIAN,LOW CARB BREAD,647 ITALIAN LOW CARB BREAD,6.69
2022-09-06,21133400900572209061057,864984,SUMMER PASTA,SUMMER VTY 6/1.1LB   P144,SUMMER PASTA SUMMER VTY 6/1.1LB   P144,10.69
2022-09-06,21133400900572209061057,527705,A&H BFSALAMI,KOSHER 2-PK   T6H8   SL70,A&H BFSALAMI KOSHER 2-PK   T6H8   SL70,12.59
2022-09-06,21133400900572209061057,21046,TOMATO MEDLE,,,6.69
2022-09-06,21133400900572209061057,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,10.19
2022-09-06,21133400900572209061057,428409,GLD STR REN,SYSTEM USE ONLY,GLD STR REN SYSTEM USE ONLY,99.99
2022-09-06,21133400900572209061057,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.29
2022-09-06,21133400900572209061057,1298989,CANDY SNAP,3LB SEEDLESS,CANDY SNAP 3LB SEEDLESS,7.99
2022-09-06,21133400900572209061057,970125,DELUXE BUNCH,ORIENTAL LILY DUET,DELUXE BUNCH ORIENTAL LILY DUET,9.99
2022-09-06,21133400900572209061057,285778,/ 970125,,,0
2022-09-06,21133400900572209061057,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,4.29
2022-09-06,21133400900572209061057,57554,BLUEBERRIES,510 G / 18 OZ,BLUEBERRIES 510 G / 18 OZ,3.89
2022-09-06,21133400900572209061057,46481,GP WINGS,SEASONED PARTY WINGS,GP WINGS SEASONED PARTY WINGS,6.99
2022-09-06,21133400900572209061057,303285,FOUR CHEESE,16/2LBS SL90    T10H5,FOUR CHEESE 16/2LBS SL90    T10H5,10.79
2022-09-06,21133400900572209061057,1551422,BAREAPPLEVTY,CHIPS SL270 P112 16X7,BAREAPPLEVTY CHIPS SL270 P112 16X7,16.99
2022-09-06,21133400900572209061057,285349,/1551422,,,0
2022-09-06,21133400900572209061057,8789,PINEAPPLE,EACH,PINEAPPLE EACH,2.79
2022-09-06,21133400900572209061057,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.49
2022-09-06,21133400900572209061057,1535343,FROOT LOOPS,P75     SL270,FROOT LOOPS P75     SL270,8.79
2022-09-06,21133400900572209061057,284218,/1535343,,,0
2022-09-06,21133400900572209061057,897971,KS APPLESAU,24/3.17OZ 24X90G,KS APPLESAU 24/3.17OZ 24X90G,9.89
2022-09-06,21133400900572209061057,1290439,KS NUTBUTTER,765G T10H6 P720,KS NUTBUTTER 765G T10H6 P720,6.99
2024-07-01,21133401002322407011400,864984,SUMMER PASTA,SUMMER VTY 6/1.1LB   P144,SUMMER PASTA SUMMER VTY 6/1.1LB   P144,9.99
2024-07-01,21133401002322407011400,27003,STRAWBERRIES,908 G / 2 LB,STRAWBERRIES 908 G / 2 LB,3.79
2024-07-01,21133401002322407011400,25551,SHRIMP 21/25,TAIL ON             6T 6H,SHRIMP 21/25 TAIL ON             6T 6H,13.99
2024-07-01,21133401002322407011400,983491,CRUNCHY BUTR,CRUNCHY TX480  P600 SL365,CRUNCHY BUTR CRUNCHY TX480  P600 SL365,14.99
2024-07-01,21133401002322407011400,17767,KS COFFEE,1.36K GROUND P252,KS COFFEE 1.36K GROUND P252,13.99
2024-07-01,21133401002322407011400,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,9.74
2024-07-01,21133401002322407011400,7950,4LB COSMIC,,,5.99
2024-07-01,21133401002322407011400,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2024-07-01,21133401002322407011400,96716,ORG SPINACH,453 G / 16 OZ,ORG SPINACH 453 G / 16 OZ,4.49
2024-07-01,21133401002322407011400,702669,BLACKBERRIES,340 G / 12 OZ,BLACKBERRIES 340 G / 12 OZ,2.49
2024-07-01,21133401002322407011400,106173,CHKN SAUSAGE,12/3 LBS    9T5H    SL90,CHKN SAUSAGE 12/3 LBS    9T5H    SL90,14.99
2024-07-01,21133401002322407011400,330507,/106173,,,0
2024-07-01,21133401002322407011400,30548,ORGANIC DRUM,SADDLEPACK,ORGANIC DRUM SADDLEPACK,1.99
2022-11-21,21133400500322211211114,1461056,BABY CUKE,,,5.99
2022-11-21,21133400500322211211114,19813,MUSHROOMS,680 G / 1.5 LB,MUSHROOMS 680 G / 1.5 LB,4.19
2022-11-21,21133400500322211211114,617686,SOFTSOAP,2X2.36L P128,SOFTSOAP 2X2.36L P128,9.99
2022-11-21,21133400500322211211114,1618252,NB FIG BAR,T56H4 P224,NB FIG BAR T56H4 P224,15.39
2022-11-21,21133400500322211211114,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,4.29
2022-11-21,21133400500322211211114,1126125,PULL-UPSPLUS,BOY/GIRL P40,PULL-UPSPLUS BOY/GIRL P40,41.99
2022-11-21,21133400500322211211114,289860,/1126125,,,0
2022-11-21,21133400500322211211114,897342,LACROIX VTY,LEMON GRAPEFRUIT P100,LACROIX VTY LEMON GRAPEFRUIT P100,8.99
2022-11-21,21133400500322211211114,289387,/897342,,,0
2022-11-21,21133400500322211211114,1290439,KS NUTBUTTER,765G T10H6 P720,KS NUTBUTTER 765G T10H6 P720,6.99
2022-11-21,21133400500322211211114,897971,KS APPLESAU,24/3.17OZ 24X90G,KS APPLESAU 24/3.17OZ 24X90G,10.69
2022-11-21,21133400500322211211114,106173,CHKN SAUSAGE,12/3 LBS    9T5H    SL90,CHKN SAUSAGE 12/3 LBS    9T5H    SL90,14.99
2025-01-11,21133401101662501111209,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,9.99
2025-01-11,21133401101662501111209,7445,10LB BAKERS,4.5KG / 10 LB,10LB BAKERS 4.5KG / 10 LB,6.49
2025-01-11,21133401101662501111209,1391546,BAGEL CHIPS,SCHWARTZ 425G P324 SL90,BAGEL CHIPS SCHWARTZ 425G P324 SL90,7.99
2025-01-11,21133401101662501111209,1199652,BUTER CROISS,,,5.99
2025-01-11,21133401101662501111209,5720,HH STRAW,795 G / 1.75 LB,HH STRAW 795 G / 1.75 LB,9.99
2025-01-11,21133401101662501111209,384962,KS U/S QTRS,SL90,KS U/S QTRS SL90,13.99
2025-01-11,21133401101662501111209,8370,ORG MEDITERR,2PK,ORG MEDITERR 2PK,8.99
2025-01-11,21133401101662501111209,1298989,CANDY SNAP,3LB SEEDLESS,CANDY SNAP 3LB SEEDLESS,9.99
2025-01-11,21133401101662501111209,1150189,ORG SKINYPOP,T34H3 P102 SL110,ORG SKINYPOP T34H3 P102 SL110,6.99
2025-01-11,21133401101662501111209,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,6.99
2025-01-11,21133401101662501111209,6659,4LB HONYCRSP,,,9.99
2025-01-11,21133401101662501111209,61576,SWEET POTATO,5 LBS,SWEET POTATO 5 LBS,3.99
2025-01-11,21133401101662501111209,1634440,MIX BOUQUET,,,16.99
2025-01-11,21133401101662501111209,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,10.47
2025-01-11,21133401101662501111209,91655,BEEF OX TAIL,,,8.99
2025-01-11,21133401101662501111209,21046,TOMATO MEDLE,,,6.59
2025-01-11,21133401101662501111209,7367,LOLLIPEPPERS,680 G / 1.5 LB,LOLLIPEPPERS 680 G / 1.5 LB,5.99
2025-01-11,21133401101662501111209,71003,KS IT EVOO,SL540 P240,KS IT EVOO SL540 P240,24.99
2025-01-11,21133401101662501111209,25949,FRESH GARLIC,907 G / 2 LB,FRESH GARLIC 907 G / 2 LB,6.59
2025-01-11,21133401101662501111209,8789,PINEAPPLE,EACH,PINEAPPLE EACH,2.99
2025-01-11,21133401101662501111209,22967,ORGNC BS THG,FRESH SADDLEPACK,ORGNC BS THG FRESH SADDLEPACK,5.99
2025-01-11,21133401101662501111209,412,ORG. CARROTS,2 X 907 G / 2LB,ORG. CARROTS 2 X 907 G / 2LB,5.59
2025-01-11,21133401101662501111209,1215097,KS ORG PEAS,US 9X4 OPC 6X6 CN 10X3,KS ORG PEAS US 9X4 OPC 6X6 CN 10X3,8.99
2025-01-11,21133401101662501111209,96716,ORG SPINACH,453 G / 16 OZ,ORG SPINACH 453 G / 16 OZ,4.49
2025-01-11,21133401101662501111209,17368,STEELHEAD,FARM RAISED,STEELHEAD FARM RAISED,9.99
2023-12-31,21133400901852312311137,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,5.99
2023-12-31,21133400901852312311137,568915,ORG CUCUMBER,,,3.99
